Source	EE ID	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	Full Name	Full Name Reversed	Particule?	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country
EE	roussthoma024235	"poet,author"			0	0	0	Thomas Rousseau	"Rousseau, Thomas"					15041214	http://viaf.org/15041214		Letters_Literary										Male	French	1750-00-00	1750	1800-00-00	1800		France		unknown
EE	tardibarth024963	"merchant,colonist,colonizer"			0	0	0	Barthélémi Tardiveau	"Tardiveau, Barthélémi"					215289627	http://viaf.org/215289627			Government	Trade-merchant								Male	French	1750-00-00	1750	1801-00-00	1801		France		unknown
CNRS-D					0	0	0	Jean-Baptiste-Gaspard d'Ansse de Villoison	"Ansse de Villoison, Jean-Baptiste-Gaspard"	Yes			http://en.wikipedia.org/wiki/Jean-Baptiste_Gaspard_d'Ansse_de_Villoison	49248965	http://viaf.org/49248965	upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jean-Baptiste_Gaspard_d%27Ansse_de_Villoison.JPG/220px-Jean-Baptiste_Gaspard_d%27Ansse_de_Villoison.JPG	Letters_Antiquarian				"Academy of Inscriptions, Société des observateurs de l'homme -- POST-1789!, Royal Society"	Yes	Yes				Male	French	1750-00-00	1750	1805-00-00	1805	Corbeil-sur-Seine	 France		
EE	lallytroph001087	"aristocrat,playwright"			3	4	7	Trophime Gérard de Lally-Tolendal	"Lally-Tolendal, Trophime Gérard de"	Yes							Letters_Literary	"Aristocracy, Government, Elite"	Cultural								Male	French	1751-00-00	1751	1830-00-00	1830		France		unknown
EE	lablejacqu023423	"politician,journalist,author,revolutionary"			1	1	2	Jacques Lablée	"Lablée, Jacques"					2566670	http://viaf.org/2566670		"Letters_Literary, Political economy"		"Cultural, Legal"								Male	French	1751-00-00	1751	1841-00-00	1841	Beaugency	France		unknown
EE	babaupompo023046	"army officer,soldier"		officer	0	2	2	Pierre Marie Pomponne Babaud de La Chaussade de Villemenant	"Babaud de La Chaussade de Villemenant, Pierre Marie Pomponne"	Yes			http://fr.wikipedia.org/wiki/Henri_Charles_Arnauld_de_Pomponne			http://upload.wikimedia.org/wikipedia/commons/4/42/Abb%C3%A9_de_Pomponne.jpg		"Military, Elite"			Academy of Inscriptions	Yes		Yes		Entresol	Male	French	12/21/1751	1751	1808-00-00	1808		France		unknown
EE	bertitheod023695	"translator,stenographer"			0	0	0	Théodore Pierre Bertin	"Bertin, Théodore Pierre"				http://en.wikipedia.org/wiki/Théodore-Pierre_Bertin	103210350	http://viaf.org/103210350		Letters_Literary	Government									Male	French	1/25/1751	1751	11/2/1819	1819		France		unknown
EE	besnafranc024320	"historian,priest"			0	1	1	François Yves Besnard	"Besnard, François Yves"					36914653	http://viaf.org/36914653		Letters_Literary		Education	Clergy							Male	French	1751-00-00	1751	1842-00-00	1842		France		unknown
EE	clauseau00000670	merchant			0	1	1	Jean Clauseau	"Clauseau, Jean"										Trade-merchant								Male	French	1751-00-00	1751				France		unknown
EE	gorsaantoi023925	"politician,journalist,revolutionary"			0	0	0	Antoine Joseph Gorsas	"Gorsas, Antoine Joseph"				http://en.wikipedia.org/wiki/Antoine_Joseph_Gorsas	59113827	http://viaf.org/59113827		"Letters_Literary, Political economy"	Government	Cultural								Male	French	1751-00-00	1751	1793-00-00	1793		France	Paris	France
EE	gossepierr004476	"printer,bookseller"			0	1	1	Pierre Frédéric Gosse	"Gosse, Pierre Frédéric"					69108097	http://viaf.org/69108097		Letters_Literary		Publishing								Male	French	1751-00-00	1751	1826-00-00	1826		France		unknown
"EE, CNRS-D"	lacrepierr001082	"politician,academy member,author"			0	0	0	Pierre Louis de Lacretelle	"Lacretelle, Pierre Louis de"	Yes			http://en.wikipedia.org/wiki/Jean_Charles_Dominique_de_Lacretelle	41880817	http://viaf.org/41880817	upload.wikimedia.org/wikipedia/commons/c/c1/Charles_de_Lacretelle.jpg	"Letters_Literary, Political economy"	Government	Legal		French Academy	Yes	Yes			Genlis_Arsenal	Male	French	10/9/1751	1751	9/5/1824	1824	Metz	France		unknown
EE	leconmarie023526	"army officer,soldier"		officer	0	0	0	"Marie Bonaventure Jean Joseph Augustin Le Conte de Nonant de Raray, chevalier de Flamanville"	"Le Conte de Nonant de Raray, Marie Bonaventure Jean Joseph Augustin, chevalier de Flamanville"	Yes	chevalier							"Military, Aristocracy"									Male	French	11/2/1751	1751	1/31/1779	1779		France	Lyons	France
EE	lefevhenri001151	statesman	minister		0	1	1	Henri François de Paule Le Fèvre d'Ormesson	"Le Fèvre d'Ormesson, Henri François de Paule"	Yes	marquis		http://fr.wikipedia.org/wiki/Henri_Le_F%C3%A8vre_d'Ormesson					"Elite, Government, Aristocracy"									Male	French	5/8/1751	1751	4/12/1808	1808	Paris	France	Paris	France
EE	moustelean002625	"general,army officer,diplomat,soldier"	diplomat	high-ranking_general	0	0	0	"Éléanor François Élie de Moustier, comte de Moustier"	"Moustier, Éléanor François Élie de, comte de Moustier"	Yes	comte						Political economy	"Military, Government, Aristocracy, Elite"									Male	French	3/15/1751	1751	2/1/1817	1817	Paris	France	Bailli	France
EE	cannemarie004416	unknown			8	0	8	Marie Sophie Caroline Cannet	"Cannet, Marie Sophie Caroline"																		Female	French	1752-00-00	1752	1795-00-00	1795		France		unknown
EE	cubiemiche000981	"politician,author,playwright,revolutionary"			3	2	5	Michel de Cubières-Palmézeaux	"Cubières-Palmézeaux, Michel de"	Yes							"Letters_Literary, Political economy"	Government	Cultural								Male	French	9/27/1752	1752	8/3/1820	1820		France		unknown
EE	prudhlouis023193	"journalist,pamphleteer"			1	1	2	Louis Marie Prudhomme	"Prudhomme, Louis Marie"				http://en.wikipedia.org/wiki/Louis-Marie_Prudhomme	44352592	http://viaf.org/44352592	upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Louis_Marie_Prudhomme.jpg/250px-Louis_Marie_Prudhomme.jpg	"Letters_Literary, Political economy"		Cultural								Male	French	1752-00-00	1752	4/20/1830	1830	Lyons	France	Paris	France
EE	quironicol002911	lawyer			1	0	1	Nicolas Quirot de Poligny	"Quirot de Poligny, Nicolas"	Yes								Government	Legal								Male	French	1/21/1752	1752	2/22/1809	1809		France	Dijon	France
EE	bourcpierr000382	"courtier,army officer,soldier,aristocrat"		officer	0	1	1	Pierre Jean Bourcet de La Saigne	"Bourcet de La Saigne, Pierre Jean"	Yes								"Elite, Military, Government, Court, Aristocracy"									Male	French	1752-00-00	1752	1822-00-00	1822		France		unknown
EE	helveelisa024168	army officer's wife			0	1	1	"Élisabeth Charlotte Helvétius, comtesse de Mun"	"Helvétius, Élisabeth Charlotte, comtesse de Mun"	Yes	comtesse							"Aristocracy, Elite"									Female	French	8/3/1752	1752	4/16/1799	1799		France		unknown
EE	pahinclaud002729	exhibitor			0	1	1	Claude Mammès Pahin de la Blancherie	"Pahin de la Blancherie, Claude Mammès"	Yes				24735755	http://viaf.org/24735755				Cultural								Male	French	12/29/1752	1752	1811-00-00	1811	Langres	France	London	England
EE	saintjeanp024133	"painter,artist"			0	0	0	Jean Pierre Saint-Ours	"Saint-Ours, Jean Pierre"										Artist								Male	French	1752-00-00	1752	1809-00-00	1809		unknown		unknown
EE	soulajeanl023101	"diplomat,politician,author,revolutionary"	diplomat		0	1	1	Jean Louis Giraud Soulavie	"Soulavie, Jean Louis Giraud"					46798589	http://viaf.org/46798589		"Letters_Literary, Political economy"	Government									Male	French	1752-00-00	1752	1813-00-00	1813		France		unknown
CNRS-D					0	0	0	Michel Cubieres	"Cubieres, Michel"					56719515	http://viaf.org/56719515		"Letters_Literary, Political economy"		Cultural								Male	French	1752-00-00	1752	1820-00-00	1820	Roquemaure	 France	Paris	 France
EE	delacjeanf023598	"politician,revolutionary"			1	0	1	Jean François Delacroix	"Delacroix, Jean François"								Political economy	Government	Legal								Male	French	1753-00-00	1753	1794-00-00	1794		France		unknown
EE	launaemman023746	"spy,secret agent,adventurer,royalist"			1	0	1	"Emmanuel Henri Louis Alexandre de Launay, comte d'Antraigues"	"Launay, Emmanuel Henri Louis Alexandre de, comte d'Antraigues"	Yes	comte			17277689	http://viaf.org/17277689		Political economy	"Government, Aristocracy, Elite"									Male	French	12/25/1753	1753	7/22/1812	1812	Villeneuve-de-Berg	France	Barnes	England
EE	poultfranc002879	"politician,revolutionary"			1	0	1	François Martin Poultier d'Elmotte	"Poultier d'Elmotte, François Martin"	Yes				68952390	http://viaf.org/68952390		Political economy										Male	French	1753-00-00	1753	1826-00-00	1826		unknown		unknown
EE	rivarantoi023173	"author,royalist,critic"			1	0	1	Antoine Rivarol	"Rivarol, Antoine"				http://en.wikipedia.org/wiki/Antoine_de_Rivarol	7396321	http://viaf.org/7396321	upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Rivarol_Antoine1.jpg/140px-Rivarol_Antoine1.jpg	"Letters_Literary, Political economy "										Male	French	6/23/1753	1753	4/11/1801	1801	Bagnols-sur-Cèze	France	Berlin	Germany
EE	charllouis000611	"politician,revolutionary"			0	1	1	Louis Joseph Charlier	"Charlier, Louis Joseph"				http://en.wikipedia.org/wiki/Louis-Joseph_Charlier	152860660	http://viaf.org/viaf/152860660/		Political economy	Government								"Jacobin Club, Mericourt"	Male	French	9/24/1753	1753	2/23/1797	1797		France		unknown
EE	bruyacharl023785	civil servant			0	1	1	Charles Jean Baptiste Bruyard	"Bruyard, Charles Jean Baptiste"									Government									Male	French	4/11/1753	1753	1817-00-00	1817		France		unknown
EE	carnolazar003791	"general,army officer,soldier,politician,revolutionary,mathematician"		high-ranking_general	0	0	0	Lazare Nicolas Marguérite Carnot	"Carnot, Lazare Nicolas Marguérite"				http://en.wikipedia.org/wiki/Lazare_Carnot	7387983	http://viaf.org/7387983	upload.wikimedia.org/wikipedia/commons/thumb/b/be/Sadi_Carnot.jpg/200px-Sadi_Carnot.jpg	"Political economy, Sciences_Mathematical"	"Military, Government"			Academy of Dijon		Yes				Male	French	5/13/1753	1753	8/2/1823	1823	Nolay	France	Magdeburg	Germany
EE	mesnard000024291	postmaster's wife			0	0	0	Mme Marie Thérèse Mesnard	"Mesnard, Mme Marie Thérèse"																		Female	French	10/9/1753	1753				France		unknown
CNRS-D					0	0	0	Marc-René d'Amarzit de Sahuguet		Yes			http://fr.wikipedia.org/wiki/Marc_René_Marie_de_Sahuguet_d'Amarzit_d'Espagnac	19773336	http://viaf.org/19773336		Political economy										Male	French	1753-00-00	1753	1794-00-00	1794	Brive	 France	Paris	 France
"EE, CNRS-D"	brissjacqu000436	"politician,journalist,revolutionary"			1	10	11	Jacques Pierre Brissot de Warville	"Brissot de Warville, Jacques Pierre"	Yes			http://en.wikipedia.org/wiki/Jacques_Pierre_Brissot	64002647	http://viaf.org/64002647	upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Jacques_Pierre_Brissot.jpg/220px-Jacques_Pierre_Brissot.jpg	"Letters_Literary, Political economy"	Government	"Cultural, Legal"							"Mericourt, Jacobin Club, Stael_Paris, Genlis_Arsenal"	Male	French	1/15/1754	1754	10/31/1793	1793	Chartres	France	Paris	France
"EE, CNRS-D"	louisxviki002384	monarch			1	4	5	"Louis XVI, king of France"	"Louis XVI, king of France"		king			212882453	http://viaf.org/212882453			"Elite, Government, Aristocracy"									Male	French	8/23/1754	1754	1/21/1793	1793	Versailles	France	Paris	France
EE	frerolouis023516	"politician,revolutionary"			3	0	3	Louis Marie Stanislas Fréron	"Fréron, Louis Marie Stanislas"				http://en.wikipedia.org/wiki/Louis-Marie_Stanislas_Fréron	76411845	http://viaf.org/76411845		Political economy		Cultural								Male	French	1754-00-00	1754	1802-00-00	1802	Paris	France	Santo Domingo	Dominican Republic
EE	barbijeanp023730	"landowner,civil servant"			2	0	2	Jean Pierre Barbier de Neuville	"Barbier de Neuville, Jean Pierre"	Yes								Government	Cultural								Male	French	8/29/1754	1754	1/5/1822	1822	Vitry-le-François	France	Paris	France
EE	broglvicto023665	"general,army officer,soldier,politician,aristocrat,revolutionary"	minister	high-ranking_general	2	0	2	Victor Claude de Broglie	"Broglie, Victor Claude de"	Yes	prince		http://fr.wikipedia.org/wiki/Victor_de_Broglie_(1756-1794)				Political economy	"Military, Elite, Government, Aristocracy"									Male	French	1754-00-00	1754	1794-00-00	1794		France		unknown
EE	dumasmathi023574	"army officer,soldier,politician,revolutionary"		officer	2	0	2	Mathieu Dumas	"Dumas, Mathieu"								Political economy	"Military, Government"									Male	French	1754-00-00	1754	1837-00-00	1837		France		unknown
EE	bergognie0024520	magistrate	magistrate		1	0	1	Pierre Bergognié	"Bergognié, Pierre"								Letters	Government	Legal								Male	French	1754-00-00	1754			Layrac	France		unknown
EE	montalouis023274	"politician,revolutionary"			1	0	1	Louis Marie Bon Montaut	"Montaut, Louis Marie Bon"								Political economy	Government									Male	French	1754-00-00	1754	1842-00-00	1842		France		unknown
EE	richamarie023277	aristocrat			1	0	1	"Marie Thérèse Sophie Richard de Ruffey, marquise de Monnier"	"Richard de Ruffey, Marie Thérèse Sophie, marquise de Monnier"	Yes	marquise			46028490	http://viaf.org/46028490			"Elite, Aristocracy"									Female	French	1754-00-00	1754	1789-00-00	1789		France	Giens	France
EE	roedepierr004512	"politician,revolutionary"			1	0	1	Pierre Louis Roederer	"Roederer, Pierre Louis"				http://en.wikipedia.org/wiki/Pierre_Louis_Roederer	51716454	http://viaf.org/51716454	upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Pierre-Louis_Roederer.jpg/250px-Pierre-Louis_Roederer.jpg	Political economy	"Government, Aristocracy, Elite"	Cultural		"French Academy, Académie des sciences morales et politiques"	Yes				"Jacobin Club, Pair de France, Stael_Paris"	Male	French	2/15/1754	1754	12/17/1835	1835	Metz	France	Brusard	France
EE	bonallouis023939	"politician,author,royalist"			0	0	0	Louis Gabriel Amboise de Bonald	"Bonald, Louis Gabriel Amboise de"	Yes							"Letters_Literary, Political economy"		Cultural								Male	French	10/2/1754	1754	11/23/1840	1840	Millau	France	Paris	France
EE	garnigerma001691	"politician,economist"			0	1	1	Germain Garnier	"Garnier, Germain"					14770080	http://viaf.org/14770080		Political economy	Government									Male	French	1754-00-00	1754	1821-00-00	1821		France		unknown
EE	lefeblouis023372	author			0	0	0	Louis François Henri Lefébure	"Lefébure, Louis François Henri"					27112682	http://viaf.org/27112682		Letters_Literary										Male	French	2/18/1754	1754	1840-11-00	1840		France		unknown
EE	rolanmarie004508	"revolutionary,salon hostess"			0	13	13	"Marie Jeanne Roland, vicomtesse de La Platière"	"Roland, Marie Jeanne, vicomtesse de La Platière"	Yes	vicomtesse						"Political economy, Letters_Literary"	"Elite, Aristocracy"									Female	French	3/25/1754	1754	11/8/1793	1793	Paris	France	Paris	France
EE	clarijeanp000964	"poet,author,novelist"			3	1	4	"Jean Pierre de Claris, chevalier de Florian"	"Claris, Jean Pierre de, chevalier de Florian"	Yes	chevalier						Letters_Literary	Aristocracy									Male	French	3/6/1755	1755	9/13/1794	1794		France		unknown
EE	barerbertr023727	"politician,revolutionary"			1	0	1	Bertrand Barère de Vieuzac	"Barère de Vieuzac, Bertrand"	Yes			http://en.wikipedia.org/wiki/Bertrand_Barère	2581204	http://viaf.org/2581204		Political economy	Government	"Cultural, Legal"								Male	French	1755-00-00	1755	1841-00-00	1841	Tarbes	France	Tarbes	France
EE	crassjeana023607	"politician,lawyer,revolutionary"			1	0	1	Jean Augustin Crassous	"Crassous, Jean Augustin"								Political economy	Government	Legal								Male	French	1755-00-00	1755	1829-00-00	1829	La Rochelle	France		Belgium
EE	faivrjeanf001512	"playwright,judge"	judge		1	0	1	Jean François Arsène Faivre d'Arcier	"Faivre d'Arcier, Jean François Arsène"	Yes							Letters_Literary	Government	"Cultural, Legal"								Male	French	1755-00-00	1755	1814-00-00	1814		France		unknown
EE	pougemarie001163	"diplomat,author,publisher"	diplomat		1	0	1	Marie Charles Joseph de Pougens	"Pougens, Marie Charles Joseph de"	Yes				100206876	http://viaf.org/100206876		Letters_Literary	Government	Publishing								Male	French	8/25/1755	1755	12/19/1833	1833	Paris	France		unknown
EE	cabetanneh023941	"army officer,soldier,politician,author,censor"		officer	0	1	1	Anne Henri Cabet de Dampmartin	"Cabet de Dampmartin, Anne Henri"	Yes				39475597	http://viaf.org/39475597		Political economy	"Military, Government, Aristocracy, Elite"									Male	French	1755-00-00	1755	1825-00-00	1825	Uzès	France		unknown
EE	flaugpierr023525	"politician,scientist,astronomer,revolutionary"			0	1	1	Pierre Gilles Antoine Honoré Flaugergues	"Flaugergues, Pierre Gilles Antoine Honoré"					45082364	http://viaf.org/45082364		"Political economy, Sciences_Mathematical"										Male	French	1755-00-00	1755	1830-00-00	1830	Viviers	France		unknown
EE	granipierr023942	"lawyer,magistrate"	magistrate		0	0	0	Pierre Granier	"Granier, Pierre"								Political economy	Government	Legal								Male	French	1755-00-00	1755	1819-00-00	1819		France		unknown
EE	lafitanneg023230	adventurer			0	0	0	"Anne Gédéon Lafitte, marquis de Pelleport"	"Lafitte, Anne Gédéon, marquis de Pelleport"	Yes	marquis			76304029	http://viaf.org/76304029		Political economy	"Aristocracy, Elite"									Male	French	1755-00-00	1755	1810-00-00	1810	Stenay	France	Paris	France
EE	lalivadela002197	salon hostess			0	1	1	Adelaïde Edmée Lalive de La Briche	"Lalive de La Briche, Adelaïde Edmée"	Yes				28222576	http://viaf.org/28222576		Letters_Literary	Elite									Female	French	12/9/1755	1755	1/24/1844	1844	Nancy	France	Paris	France
EE	piisantoi0023932	"author,playwright,songwriter"			0	1	1	Antoine Pierre Augustin Piis	"Piis, Antoine Pierre Augustin"				http://en.wikipedia.org/wiki/Pierre-Antoine-Augustin_de_Piis	27070241	http://viaf.org/27070241	upload.wikimedia.org/wikipedia/commons/thumb/3/36/AntoinePierreAugustindePiis.jpg/235px-AntoinePierreAugustindePiis.jpg	Letters_Literary		"Artist, Cultural"								Male	French	9/17/1755	1755	5/22/1832	1832		France		unknown
"EE, CNRS-D"	vigeemarie024365	"painter,artist"			0	0	0	Marie Louise Élisabeth Vigée Le Brun	"Vigée Le Brun, Marie Louise Élisabeth"				http://en.wikipedia.org/wiki/Louise_Élisabeth_Vigée_Le_Brun	59113411	http://viaf.org/59113411		Letters_Literary	Court	Artist							"Stael_Paris, Stael_Coppet"	Female	French	4/16/1755	1755	3/30/1842	1842		France		unknown
CNRS-D					0	0	0	Joseph Aude	"Aude, Joseph"					46756663	http://viaf.org/46756663		Letters_Literary		"Artist, Cultural"								Male	French	1755-00-00	1755	1841-00-00	1841	Apt	 France		
EE	barruantoi023724	royalist			1	0	1	"Antoine Joseph de Barruel, comte de Barruel-Beauvert"	"Barruel, Antoine Joseph de, comte de Barruel-Beauvert"	Yes	comte						Political economy	"Elite, Aristocracy, Military"	Cultural								Male	French	1/17/1756	1756	1817-00-00	1817	Château de Beauvert	France	Turin	Italy
EE	nompejeanb023634	"politician,revolutionary,naval officer"		officer	1	0	1	"Jean Baptiste Nompère de Champagny, duc de Cadore"	"Nompère de Champagny, Jean Baptiste, duc de Cadore"	Yes	duc (empire)		http://en.wikipedia.org/wiki/Jean-Baptiste_de_Nompère_de_Champagny	95169269	http://viaf.org/95169269		Political economy	"Military, Government, Elite, Aristocracy"	Maritime								Male	French	1756-00-00	1756	1834-00-00	1834	Roanne	France		unknown
EE	raucofranc002928	actress			1	0	1	Françoise Marie Antoinette Josèphe Saucerotte	"Saucerotte, Françoise Marie Antoinette Josèphe"					45428461	http://viaf.org/45428461				Artist								Female	French	3/3/1756	1756	1/15/1815	1815	Paris	France	Paris	France
EE	rozieantoi023146	"politician,lawyer"			1	0	1	Antoine François Bernard Rozier	"Rozier, Antoine François Bernard"									Government	Legal								Male	French	1756-00-00	1756				France		unknown
"EE, CNRS-D"	boissfranc023683	"politician,revolutionary"			0	1	1	François Antoine Boissy d'Anglas	"Boissy d'Anglas, François Antoine"	Yes			http://en.wikipedia.org/wiki/François_Antoine_de_Boissy_d'Anglas	36956606	http://viaf.org/36956606		Political economy	"Government, Elite, Aristocracy"	Legal		"Academy of La Rochelle, Academy of Inscriptions"	Yes	Yes			Stael_Paris	Male	French	12/8/1756	1756	10/20/1826	1826		France		unknown
CNRS-D					0	0	0	Antoine-François-Amédée Delandine	"Delandine, Antoine-François-Amédée"								Political economy	Government	Legal								Male	French	1756-00-00	1756	1820-00-00	1820	Lyon	 France		
EE	cabanpierr000498	"academy member,physician,doctor,physiologist"			4	3	7	Pierre Jean Georges Cabanis	"Cabanis, Pierre Jean Georges"				http://en.wikipedia.org/wiki/Pierre_Jean_George_Cabanis	8452	http://viaf.org/8452	upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Pierre-Jean-Georges_Cabanis.jpg/220px-Pierre-Jean-Georges_Cabanis.jpg	"Sciences_Medicine, Letters_Philosophical"	"Elite, Government"	Medical		French Academy	Yes	Yes			"Neuf Sœurs, Stael_Paris"	Male	French	6/5/1757	1757	5/5/1808	1808	Cosnac	France	Reuil	France
EE	ledanmarie023410	aristocrat			3	0	3	"Marie Françoise Augustine Ursule Le Danois de Cernay, comtesse de La Marck"	"Le Danois de Cernay, Marie Françoise Augustine Ursule, comtesse de La Marck"	Yes	comtesse							"Elite, Aristocracy"									Female	French	1757-00-00	1757	1810-00-00	1810		France		unknown
EE	dumotmarie001377	"army officer,soldier,aristocrat"		officer	0	2	2	"Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de Lafayette"	"Du Motier, Marie Joseph Paul Yves Roch Gilbert, marquis de Lafayette"	Yes	marquis		"http://en.wikipedia.org/wiki/Gilbert_du_Motier,_marquis_de_Lafayette"	22144104	http://viaf.org/22144104	upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Gilbert_du_Motier_Marquis_de_Lafayette.PNG/220px-Gilbert_du_Motier_Marquis_de_Lafayette.PNG		"Military, Elite, Aristocracy"			American Philosophical Society			Yes		"Société des Trente, Freemason, Jacobin Club, Stael_Paris2"	Male	French	9/6/1757	1757	5/20/1834	1834		America		unknown
EE	boielmarie000329	"lawyer,author"			0	1	1	Marie Jacques Amand Boïeldieu	"Boïeldieu, Marie Jacques Amand"					63996258	http://viaf.org/63996258		Letters_Literary		Legal								Male	French	11/29/1757	1757	8/5/1844	1844		unknown		unknown
EE	chassconst023935	"philosopher,orientalist"			0	2	2	"Constantin François de Chassebœuf de Boisgirais, comte de Volney"	"Chassebœuf de Boisgirais, Constantin François de, comte de Volney"	Yes	comte						"Letters_Philosophical, Letters_Antiquarian, Letters_Literary"	"Government, Elite, Aristocracy"	Education								Male	French	2/3/1757	1757	4/25/1820	1820	Craon	France	Paris	France
EE	dureysophi001449	aristocrat			0	2	2	Sophie Durey de Verven	"Durey de Verven, Sophie"	Yes								Aristocracy									Female	French	1757-00-00	1757				France		unknown
EE	rouphreine003039	author			0	1	1	Reine Philiberte Rouph de Varicourt	"Rouph de Varicourt, Reine Philiberte"	Yes			http://en.wikipedia.org/wiki/Reine_Philiberte_de_Varicourt	180586673	http://viaf.org/180586673		Letters_Literary	Elite									Female	French	6/3/1757	1757	11/14/1822	1822	Pougny	France	Paris	France
EE	varin00000003415	unknown			0	1	1	— Varin	"Varin, —"																		Male	French	1757-00-00	1757				France		unknown
EE	brissmarie023761	aristocrat			2	0	2	"Marie Anne Élisabeth Émélie de Brissac, comtesse d'Escherny"	"Brissac, Marie Anne Élisabeth Émélie de, comtesse d'Escherny"	Yes	comtesse							"Elite, Aristocracy"									Female	French	1758-00-00	1758				France		unknown
EE	foucajeana023131	actor			1	1	2	"Jean Amable Foucault, dit Saint-Prix"	"Foucault, Jean Amable, dit Saint-Prix"										Artist								Male	French	1758-00-00	1758	1834-00-00	1834		France		unknown
EE	maretjeanp023315	"civil servant,engineer"			2	0	2	Jean Philibert Maret	"Maret, Jean Philibert"									Government	Other								Male	French	1758-00-00	1758	1/21/1827	1827	Dijon	France		unknown
EE	bourdfranc004450	"politician,revolutionary"			1	0	1	François Louis Bourdon de l'Oise	"Bourdon de l'Oise, François Louis"	Yes							Political economy										Male	French	1/11/1758	1758	6/22/1797	1797		unknown		unknown
EE	robesmaxim023926	"politician,revolutionary"			0	1	1	Maximilien François Marie Isidore de Robespierre	"Robespierre, Maximilien François Marie Isidore de"	Yes			http://en.wikipedia.org/wiki/Maximilien_Robespierre	89401473	http://viaf.org/89401473	upload.wikimedia.org/wikipedia/commons/thumb/1/12/Robespierre.jpg/220px-Robespierre.jpg	Political economy	Government								Jacobin club	Male	French	5/6/1758	1758	7/28/1794	1794	Arras	France	Paris	France
EE	geoffjeann023503	"lawyer,scientist,naturalist"			0	1	1	Jean Nicolas Césaire Geoffroy	"Geoffroy, Jean Nicolas Césaire"								"Sciences_Natural, Sciences"	Government	Legal								Male	French	1758-00-00	1758	1821-00-00	1821	Valognes	France	Valognes	France
EE	lamotfranc024307	"army officer,soldier,aristocrat"		officer	0	0	0	"François Pierre de La Motte-Baracé, marquis de Senonnes"	"La Motte-Baracé, François Pierre de, marquis de Senonnes"	Yes	marquis							"Military, Elite, Aristocracy"									Male	French	1758-00-00	1758	4/7/1794	1794	Senonnes	France	Paris	France
EE	andreantoi023751	"politician,revolutionary"			1	0	1	Antoine Balthasar Joseph d'André	"André, Antoine Balthasar Joseph d'"	Yes				32126767	http://viaf.org/32126767		Political economy	Government									Male	French	1759-00-00	1759	1825-00-00	1825		France		unknown
EE	duponpierr024616	translator			1	0	1	Pierre Gaëton Dupont	"Dupont, Pierre Gaëton"								Letters		Legal								Male	French	1759-00-00	1759	1817-00-00	1817	Paris	France		unknown
EE	brioibonal003819	unknown			0	1	1	Bon Albert Briois de Baumez	"Briois de Baumez, Bon Albert"	Yes							Political economy		Trade-merchant								Male	French	12/23/1759	1759	1801-03-00	1801	Arras	France	Kolkata/Calcutta	India
EE	foncrlouis004447	"politician,clergyman"			0	1	1	Louis Siffrein Salamon de Foncrose	"Foncrose, Louis Siffrein Salamon de"	Yes							Political economy			Clergy							Male	French	1759-00-00	1759	1829-00-00	1829		unknown		unknown
EE	heraumarie023937	"politician,revolutionary"			0	1	1	Marie Jean Hérault de Séchelles	"Hérault de Séchelles, Marie Jean"	Yes			http://en.wikipedia.org/wiki/Marie-Jean_Hérault_de_Séchelles	51690829	http://viaf.org/51690829		Political economy	"Government, Elite"	Legal								Male	French	11/15/1759	1759	4/5/1794	1794	Paris	France	Paris	France
EE	lastecharl004017	educationalist			0	3	3	"Charles Philibert de Lasteyrie, comte de Lasteyrie"	"Lasteyrie, Charles Philibert de, comte de Lasteyrie"	Yes	comte			41889451	http://viaf.org/41889451		Letters_Literary	"Elite, Aristocracy"	"Education, Cultural"								Male	French	11/4/1759	1759	11/5/1849	1849	Brive	France		unknown
EE	leharannel024206	gentlewoman			1	0	1	Anne Louise Sophie Le Harivel-Durocher	"Le Harivel-Durocher, Anne Louise Sophie"									Elite									Female	French	1760-00-00	1760				France		unknown
EE	maurythere024631	army officer's daughter			1	0	1	Thérèse Maury de Saint-Victor	"Maury de Saint-Victor, Thérèse"	Yes																	Female	French	1760-00-00	1760				France		unknown
EE	babeufranc000152	"politician,revolutionary"			0	1	1	François Noël Babeuf	"Babeuf, François Noël"				http://en.wikipedia.org/wiki/François-Noël_Babeuf	59078391	http://viaf.org/59078391		Political economy		"Cultural, Legal"								Male	French	11/23/1760	1760	5/26/1797	1797	Saint Quentin	France	Vendôme	France
